addr,event,start,end,freq,size,DR,sample
00:80:E1:15:00:0A:D5:68,RX,1731768633.383,1731768639.401,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768639.408,1731768645.425,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768645.431,1731768652.453,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768652.460,1731768658.478,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768658.485,1731768664.503,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768664.511,1731768670.530,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768670.537,1731768677.558,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768677.565,1731768683.584,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768683.591,1731768689.616,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768689.623,1731768695.645,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768695.652,1731768702.678,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768702.684,1731768708.702,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768708.709,1731768714.732,869525000,0,2,
00:80:E1:15:05:AB:CF:19,TX,1731767774.997,1731767775.185,867300000,21,3,
00:80:E1:15:05:AB:CF:19,TX,1731767835.003,1731767835.190,868300000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731767895.009,1731767895.196,868500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731767955.015,1731767955.202,867900000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731768015.020,1731768015.208,868100000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731768015.020,1731768016.499,868100000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731768016.514,1731768016.682,867500000,15,3,
00:80:E1:15:05:AB:CF:19,TX,1731768075.026,1731768075.214,867500000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731768075.026,1731768076.423,867500000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731768080.311,1731768080.478,867100000,15,3,
00:80:E1:15:05:AB:CF:19,TX,1731768135.032,1731768135.220,867300000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731768135.032,1731768136.429,867300000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731768136.436,1731768136.623,868300000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731768392.446,1731768394.319,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768394.326,1731768400.345,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768400.352,1731768407.374,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768407.381,1731768413.400,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768413.408,1731768419.428,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768419.436,1731768425.456,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768425.464,1731768432.489,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768432.497,1731768438.516,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768438.522,1731768444.545,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768444.553,1731768450.574,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768450.582,1731768457.606,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768457.614,1731768463.634,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768463.642,1731768469.666,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768469.673,1731768475.693,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768475.701,1731768482.722,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768482.729,1731768488.746,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768488.754,1731768494.770,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768494.778,1731768500.801,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768500.809,1731768507.831,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768507.839,1731768513.851,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768513.858,1731768519.877,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768519.885,1731768525.908,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768525.916,1731768532.939,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768532.947,1731768538.966,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768538.974,1731768544.996,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768545.003,1731768551.025,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768551.033,1731768558.057,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768558.064,1731768564.084,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768564.092,1731768570.100,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768570.108,1731768576.129,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768576.136,1731768583.158,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768583.166,1731768589.188,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768589.195,1731768595.213,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768595.220,1731768602.242,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768602.249,1731768608.269,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768608.278,1731768614.295,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768614.302,1731768620.319,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768620.327,1731768627.345,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768627.353,1731768633.370,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768633.378,1731768639.395,869525000,0,2,
