addr,event,start,end,freq,size,DR,sample
00:80:E1:15:00:0A:D5:68,RX,1733749456.676,1733749477.821,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749477.829,1733749497.898,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749497.905,1733749518.946,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749518.954,1733749540.013,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749540.020,1733749560.157,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749560.164,1733749581.255,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749581.263,1733749602.305,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749602.313,1733749622.357,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749622.364,1733749643.429,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749643.437,1733749663.568,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749663.574,1733749684.631,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749684.639,1733749689.011,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749689.017,1733749705.673,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749705.681,1733749725.737,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749725.744,1733749746.896,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749746.904,1733749767.954,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749767.962,1733749788.007,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749788.015,1733749809.075,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749809.083,1733749830.196,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749830.204,1733749850.271,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749850.279,1733749866.618,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749866.623,1733749871.334,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749871.342,1733749892.397,869525000,0,0,
