DR,timestamp,threshold,event,device,nb_ED,seed,objSize,distance,fport,policy
5,311.102912400,,RX,0110110|0000000000000011101001000,1,1,2000,0,202,FIXED_BY_USER
5,317.947392360,,TX,0110110|0000000000000011101001000,1,1,2000,0,29,FIXED_BY_USER
5,317.947392360,,RX,0110110|0000000000000011101001000,1,1,2000,0,204,FIXED_BY_USER
5,610.420354152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,613.786498152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,617.152642152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,620.518786152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,623.884930152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,627.251074152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,630.617218152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,633.983362152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,637.349506152,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
